mouse_number,genotype,session_number,trial_number,Sex,contact_detach_timestamps_milliseconds
4,Prrxl1WT,1,1,M,[  -4  543  596  645  699  749  791  854  907  988 1035 1066 1696 1722]
4,Prrxl1WT,1,2,M,[  1  46 417 466]
4,Prrxl1WT,1,3,M,"[   1   38  181  247  272  313  350  422  447  499  541  591  634  684
  727  885  938 1005 1054 1118]"
4,Prrxl1WT,1,4,M,[   1   51   75 2516 2560 3136 3175 3309 3328 4455 4524 4569 4611]
4,Prrxl1WT,1,5,M,[ -77    1   22  103  570  622 1713 1761 4853 4907 4934 4959 4986]
4,Prrxl1WT,1,6,M,[   1  763  811  990 1038 3549]
4,Prrxl1WT,1,7,M,"[   1   26   55  805  853 1694 1860 1886 1935 1975 2018 2080 2156 2500
 3018 3054 3132]"
4,Prrxl1WT,1,8,M,"[   1  598  624  677  719 1169 1194 1266 1314 1641 1761 1811 1930 1961
 3567 3592 3657 3697]"
4,Prrxl1WT,1,9,M,[   1   32   85  532  596  641  695  855  914  968 1020 1431]
4,Prrxl1WT,1,10,M,"[   1   52   72  554  595 1060 1119 1197 1245 1309 1362 1434 2708 2758
 2794 2853 2921 2962]"
4,Prrxl1WT,1,11,M,"[   1   37   79  423  481  521  575  635  672  730  771  857  883 2169
 2195 3267 3288 3338 4199 4496]"
4,Prrxl1WT,1,12,M,"[   1   35   72  135  177  565  596  674  705  779  810  887  929 1002
 1072 1134]"
4,Prrxl1WT,1,13,M,[   1  559  613  690  716  807  828 3164 4031 4678 4722 4955]
4,Prrxl1WT,1,14,M,[   1   32  220  355  992 1817 1854 1968 1999 2062]
4,Prrxl1WT,1,15,M,"[   1   45   83  153  178  349  385  543  596  641  701  851  893 1217
 1239 1453]"
4,Prrxl1WT,1,16,M,"[   1   36   68  128  170  238  280  351  380  452  489  539  586  647
  689  779  797  873  905  964 1051 1077 1780 1937 1963 2270]"
4,Prrxl1WT,1,17,M,[   1  584  609  669  715  790  832  896  939 1299 2025 2180]
4,Prrxl1WT,1,18,M,"[   1   41   78  137  179  558  600  661  709  769  799  860  902  975
 1023 1092 1151 1214 1905 2173 2226]"
4,Prrxl1WT,1,19,M,"[   1   41  112  205  287  356  392  538  586  645  693  749  785  876
  902  971 1014]"
4,Prrxl1WT,1,20,M,[  1  56  98 270 323]
4,Prrxl1WT,1,21,M,"[   1   54  101  159  280  306  329  371  390  430  468  526  584  639
  681  743  781  982 1041 1096 1182 1240 1310 1381 1446 1518 1566 1652
 1705 1766 1826 1892]"
4,Prrxl1WT,1,22,M,"[   1   23   58  128  165  223  275  373  392  543  606  650  698  772
  798  864  907  987 1056 1119 1148 1247 1299 1358 1421 1479 1527 1593]"
4,Prrxl1WT,1,23,M,"[   1   33   79  420  444  521  562  602  661  711  758  825  889  951
  998 1089 1137 1223 1297 1356 1437 1499 1608 1652 1695]"
4,Prrxl1WT,1,24,M,"[   1  135  172  399  418  526  545  589  643  707  749  807  849 1169
 2953 3368 3427 3485 3527 3595]"
4,Prrxl1WT,1,25,M,"[   1   56  115  174  234  575  623  682  730  780  828  896  944 1005
 1047 1125 4118 4947]"
4,Prrxl1WT,1,26,M,"[   1   27   69  123  162  767  813 1249 1351 1379 4232 4285 4321 4383
 4448 4832 4908 4956]"
4,Prrxl1WT,1,27,M,"[   1  478  515  555  620  665  712  775  824  892  934  998 1041 1156
 1182 1245 1326 1377 2251 2625]"
4,Prrxl1WT,1,28,M,"[   1  476  508  552  616  665  707  766  814  882  919  992 1029 1102
 1155 1234 1287 1361 1430 1485 1565 1634 1676 1793 1852 2463]"
4,Prrxl1WT,1,29,M,"[   1  490  515  583  612  673  715  773  816  900  931 1020 1072 2639
 2889 3073 3833]"
4,Prrxl1WT,1,30,M,"[   1   36   72  548  607  651  699  867  910  991 1039 1116 1225 1256
 1304 1363 1399 1586 1645 1754 1790 1881 3332 3372 3412 3487 3533 3678
 3746 3807]"
4,Prrxl1WT,1,31,M,"[   1  154  196  293  319  364  428  464  528  569  622  671  736  785
  843  903  967 1062 1088 1166 1241 1281 1809 1835 1877 1946 1994 2058
 2162 2189 2270 2348 2397 2470 2541 2610 2671 2745 4673 5341]"
4,Prrxl1WT,1,32,M,[   1  672  710  775  812  886  929  994 1030 1854 4644 4684 4716 5157]
4,Prrxl1WT,1,33,M,"[   1   32   68  131  167  257  288  337  401  441  494  534  587  641
  683  740  787  871  902  969 1043 1098 1329 1369]"
4,Prrxl1WT,1,34,M,"[   1   27   67  127  175  233  309  397  421  463  533  569  640  680
  728  786  837  906  954 1017 1092 1145]"
4,Prrxl1WT,1,35,M,"[   1   37   78  132  158  236  263  540  600  658  711  776  824  897
  943 1008 1073 1141 3049 3106 3136 3527 4281 4308 4356 4524 4554 4758]"
4,Prrxl1WT,1,36,M,"[   1   72   91  151  203  259  313  459  513  569  617  680  735  799
  841  915 4239 4259 4296 4350 4387 4455 4492 4664 4712 4896 4955 5037]"
4,Prrxl1WT,1,37,M,"[   1   37   90  180  203  510  541  586  633  692  739  803  850  909
  956 1991 2028 2437]"
4,Prrxl1WT,1,38,M,"[   1   41   78  133  169  344  397  537  596  752  799  865  912 1384
 1452 1510 1573 1668 1708 1797]"
4,Prrxl1WT,1,39,M,"[   1  133  170  330  387  429  487  529  587  633  681  735  777  947
  989 1093 1141 1181 1289 1311 1403 1457 1528 2604 2912 2968 3257 3296
 3338 3431 3501 3723]"
4,Prrxl1WT,1,40,M,[   1   41   78  877  920 2435 2456 2507 2560 2629 2711 2796]
4,Prrxl1WT,1,41,M,"[  -1   27   63  117  159  537  602  651  699  763  810  868  916 1109
 2603 2629 2705 2749 2795 2878 2914 2973]"
4,Prrxl1WT,1,42,M,"[   1   37   74  124  172  337  392  533  586  636  683  743  797  856
  898  962 1027 1261]"
4,Prrxl1WT,1,43,M,"[   1   51   98  281  311  357  415  460  523  563  610  670  717  775
  823  887  940 1012 1060 1128 1214 1277 1397 1437 1459 1563]"
4,Prrxl1WT,1,44,M,"[   1   46   93  270  299  393  419  464  523  569  622  676  729  778
  832  895  948 1012]"
4,Prrxl1WT,1,45,M,"[   1  294  316  356  420  460  526  571  628  674  727  787  840  914
  995 1045 2590 2756 2799 2874 2904 3086 3135 3223 3281 3313]"
4,Prrxl1WT,1,46,M,"[   0   51   99  244  304  349  397  441  500  545  593  648  696  755
  820  883  937 1006 1088 1157 1244 1317 1365 1443 3076 3583]"
4,Prrxl1WT,1,47,M,"[   0   82  101  160  214  382  436  485  533  593  640  694  764  818
  871  953 1034 1079]"
4,Prrxl1WT,1,48,M,"[   1   22   59  113  149  235  256  310  364  409  445  502  550  604
  652  702  749  814  862  920  980 1058 1080 1296 1374 1448 1522 1567
 1686 1714 1778 2147 2178 2237 3487 3520 3563 4029 4059 4135 4204 4278
 4337 4444]"
4,Prrxl1WT,1,49,M,"[   0   78   98  157  184  370  429  473  527  572  621  690  727  777
  831  906  943  993 1070 1139]"
4,Prrxl1WT,1,50,M,"[   1   27   64  515  574  623  671  741  778  837  897 1091 1184 1239
 1360 1399 1475 2067 4859 5233]"
4,Prrxl1WT,1,51,M,"[   1   32   69  128  159  322  375  425  473  524  570  625  678  728
  787  956  995 1130 1168 1240 2103 2143 2191 2509]"
4,Prrxl1WT,1,52,M,"[   1   31   96  117  912 1177 1219 1279 1338 1397 1425 1445 1482 1537
 1612 1691 1719 1827 1935 1968 2037 2112 2177 2242]"
4,Prrxl1WT,1,53,M,"[   1   60  108  274  333  383  442  492  557  598  656  702  750  809
  873  943 2443 2598 2646 2709 2763 2844]"
4,Prrxl1WT,1,54,M,"[   1   45   88  263  306  360  420  469  533  574  638  678  726  780
  845  903  967 1032 3684 3948 4001 4060 4120 4165]"
4,Prrxl1WT,1,55,M,[  1  32  72 334 397 438 508 544 608 653 702 761 803 881]
4,Prrxl1WT,1,56,M,"[   1   51   92  147  206  256  321  362  438  468  539  570  640  681
  728  799  853  922 1004 1054 1147 1178 3739 3770 3818 3978 4012 4318
 4411 4436]"
4,Prrxl1WT,1,57,M,"[   1   37   84  139  179  381  399  474  500  540  605  650  709  769
  822  885 1365 1395 1449 1798 1835 1922]"
4,Prrxl1WT,1,58,M,"[  1  33  91 150 178 252 310 351 410 449 520 555 626 660 720 769 834 888
 942 996]"
4,Prrxl1WT,1,59,M,[  1  56 110 169 229 274 334 380 432 485 533 588 653 698 763 820 885 950]
4,Prrxl1WT,1,60,M,[  1  31 118 149 202 291 317 381 439 497 552 606 653 715 763 822 891]
4,Prrxl1WT,1,61,M,[  1 102]
4,Prrxl1WT,1,62,M,"[   1   22   82  132  198  229  898  925 1830 1884 1927 1981 2030 2085
 2155 2196 2244 2307]"
4,Prrxl1WT,1,63,M,[  1 205]
4,Prrxl1WT,1,64,M,[   1   59  129  188  254  299  559  595  821  884  950 1019]
4,Prrxl1WT,1,65,M,"[   1   26   74  138  186  259  318  386  445  504  568  622  692  728
 1325 1351 1482 1555 1608 1686 1739 1827]"
4,Prrxl1WT,1,66,M,"[   1   46   99  164  212  276  336  386  450  495  566  611  682  722
  792  833 1205 1231 1329 1388]"
4,Prrxl1WT,1,67,M,"[   1   36   89  150  219  275  345  396  460  511  587  623  710  737
 2676 2707 2755 2810 2865 2929 2982]"
4,Prrxl1WT,1,68,M,[  1 178]
4,Prrxl1WT,1,69,M,[1]
4,Prrxl1WT,2,1,M,"[  -5  510  558  618  673  736  809  863  891 1105 2157 3100 3325 3370
 3419 4493]"
4,Prrxl1WT,2,2,M,[   1  574  618  686  728 1696 1785 2648 4737 4769 4798]
4,Prrxl1WT,2,3,M,"[ -31    1  301  328  407  439  613  656  730  774  854  908  992 1047
 1127 1222 1427 1477 2261 2350 2729 2829 2875 2937 3033]"
4,Prrxl1WT,2,4,M,"[   1   28   71  423  466  638  681  765  814  884  967 1013 2755 2797
 2824 3348 3373 3405 3471 3497 3649 4806 4829 4928 4966 5016]"
4,Prrxl1WT,2,5,M,"[   1  397  423  706  737 1018 1062 3126 3215 3252 3295 3355 3378 4228
 4298]"
4,Prrxl1WT,2,6,M,"[ -82    1  556  594  665  714  799  848  918  968 2973 3091 3183 3211
 3302 3384 3480]"
4,Prrxl1WT,2,7,M,"[   1   29   65  422  465  521  563  618  661  720  763  827 1711 1955
 1977 2041 2102 2693 2762 2952]"
4,Prrxl1WT,2,8,M,"[   0   27   65  435  473  637  673 1216 1305 1759 1802 1963 3484 3547
 3568 3870 3913 3975]"
4,Prrxl1WT,2,9,M,"[   1   33   76  424  480  536  579  633  677  753  785  849  932  989
 1025 1105 1189 1225]"
4,Prrxl1WT,2,10,M,"[   1  337 1072 1213 1256 1425 1445 1504 1547 1613 1649 1714 1752 2591
 2629 3214 3280 3316 3359 3530 3568 4155 4180 4260]"
4,Prrxl1WT,2,11,M,"[   1  301  339  504  542  607  650  707  751  821  865  916  988 1040
 1077 1148 1191 1263 1299 1962 2005 2083 2150 2176 2220 2400 2472 2554]"
4,Prrxl1WT,2,12,M,"[   1  212  239  406  455  510  559  618  661  730  774  837 1847 2164
 2201 2275 2318 3663 3706 3743 3780 4038 4081 4113 4157]"
4,Prrxl1WT,2,13,M,"[ -65    1   37   59  318  356  420  463  534  577  631  679  744  787
  846  884 2007 2068 2133 2163 2239 2276 2481 2542 4629 4689 4749 4785
 4846 4929]"
4,Prrxl1WT,2,14,M,"[ -43    1  382  430  500  548  616  663  756  776 1243 1286 2016 2090
 2613 2667 2882 2949 3158 3200 3279 3357 3460 3482 3691 3770 4087 4125
 4214 4290 4457 4490 4804 4825]"
4,Prrxl1WT,2,15,M,"[ -42    1   38   70  330  351  529  583  638  687  752  794  859  897
 1680 1716 2088 2161 2211 2254 2314 2348 2465 2484 2558 2612 3203 3251
 3625 3652 3738 3776 3841 3930 3981 4018]"
4,Prrxl1WT,2,16,M,"[ -59    1   91  112  525  554  772  815 1010 1030 2695 2756 2967 2988
 3076 3125 3964]"
4,Prrxl1WT,2,17,M,[   1  358  408 1875 1925 2137 2186 4326 4377]
4,Prrxl1WT,2,18,M,"[ -76    1  320  340  406  449  640  674  893  915 3060 3685 3883 3924
 4261 4321 4518 4618 4698 4741 4838 4874]"
4,Prrxl1WT,2,19,M,"[ -26    1 2568 2595 2684 2745 2850 2922 3676 3720 4273 4329 4581 4683
 4714 4810 4891 4946]"
4,Prrxl1WT,2,20,M,"[ -42    1   78 1273 1312 1361 1407 1467 1514 1552 1618 1661 1726 1770
 1845 1894 1946 2012 2078 2122 2211 2238 2460 2520 2833 2866 4660 4705
 4761 4804]"
4,Prrxl1WT,2,21,M,[ -33    1 2478 2539 3100 3127 3174 3223 3615 3643 4486 4524 4621]
4,Prrxl1WT,2,22,M,"[   1  371  415  495  544  615  683  748  801  889  932 1948 1992 2377
 2461 2834 3437 4143 4167 4500 4585 4790 4845 5098]"
4,Prrxl1WT,2,23,M,"[   1  373  422  493  532  603  659  729  778 1243 1316 1397 1430 1669
 2676 2717 2772 2860 2892 3967 4046 4956]"
4,Prrxl1WT,2,24,M,"[ -27   78  139  605  649  758  779  989 1044 2738 2811 2867 2906 3161
 3183 3583 3622 3688 3715 3791 3851 3922 3966 5467]"
4,Prrxl1WT,2,25,M,"[   1   42   69  226  270  326  374  432  486  548  598  664  713  784
  839  910  949 1014 1074 1811 1872 2089 2138 2371 2419 3284 3334 3400
 3489 3609 3636 3717 3760 4140 4322 4624 4679]"
4,Prrxl1WT,2,26,M,"[   1  277  326  429  500  549  608  657  732  781  855  889 1508 1581
 1640 1690 1774 1835 1939 1988 2078 2128 2350 2417 3091 3118 3139 3227
 3397 3435 3544 3593 3690 3711 3837 3905 3966 4608 4667 4711 4797 4829
 4905 4965]"
4,Prrxl1WT,2,27,M,"[ -77    1  421  460  650  688  764  813  875  924  999 1059 1126 1170
 1244 1292 1520 1545 2850 2895 2998 4219 4251 4288 4376 4397 4467 4528
 4609 4641 4717 4767]"
4,Prrxl1WT,2,28,M,"[ -55    1   95  149  225  258  323  390  445  488  549  610  675  718
 1391 1424 1508 1563 1740 1773 1824 1920 1990 2040 2135 2380 3000 3027
 3049 3127 3173 3217 3289 3325 3377 3416 4016]"
4,Prrxl1WT,2,29,M,"[   1   42   68  358  407  477  521  581  648  708 1455 2133 2320 2380
 2423 2489 2549 2633 2671 2737 2798 2887 2970 3036 3074 3187 4032 4185
 4234 4314 4356 4413 4508 4597]"
4,Prrxl1WT,2,30,M,"[   1  239  287  335  395  431  480  535  579  742  797  862  923  993
 1053 1138 1188 1262 1318 2410 2437 2474 2523 2575 2612 2693 2760 3239
 3311 3389 3433 4234 4370 4406 4450 4757]"
4,Prrxl1WT,2,31,M,"[   1  339  377  437  470  541  591  655  704  761  804  869  913 1123
 1172 1283 1331 1680 1715 1805 1879 2097 3387 3535 3566 3627 3670 3746
 3810 3981 4030 4691 4735 4857 4901 4962]"
4,Prrxl1WT,2,32,M,"[ -26  188  232  380  424  487  531  587  642  704  747  805  848  915
  959 2137 2175 2221 2299 2333 2382 2562 2596 2733 2760 2856 2946 3018
 4008]"
4,Prrxl1WT,2,33,M,"[ -88    1  219  256  342  385  561  608  674  724 1018 1051 1140 1178
 1906 1934 1981 2031 2070 2145 2177 2801 2840 2901 2972 3174 3223 3329
 3373 3457 3528 3586 3641 3857]"
4,Prrxl1WT,2,34,M,[   1   37   75  442  489  667  716 1385 1424 1620]
4,Prrxl1WT,2,35,M,"[   1  424  468  522  565  723  761 1176 1226 1277 1332 1504 1537 1598
 1619 2795 2846 2897 2935 3114 3290 3351 3424 3505 4789 4831 4869]"
4,Prrxl1WT,2,36,M,"[ -37    1 1696 1737 1857 1901 1973 3954 3977 4061 4093 4131 4539 4566
 4622 4706 4856 4898]"
4,Prrxl1WT,2,37,M,"[ -66    1   92  285  342  396  666  705  880  958 1036 1086 1148 1210
 1296 2978 3034 3083 3804 3854 4048 4087 4460 4539 4611 4651 5239]"
4,Prrxl1WT,2,38,M,[   0   33   70  511 2535 2562 2594 3544 4601 4943]
4,Prrxl1WT,2,39,M,"[ -27  166  205  360  404  571  603 1380 1626 1915 1954 2453 2716 2753
 2843 2892]"
4,Prrxl1WT,2,40,M,"[   1  334  393  441  484  544  593  644  687 1190 1227 2449 3934 3966
 4004 4623 4718 4775]"
4,Prrxl1WT,2,41,M,[   1  387  430  587  626 1338 1433 1474 1576 1909 4675]
4,Prrxl1WT,2,42,M,"[ -27    1 1205 1526 1775 3675 3698 3730 3998 4034 4348 4449 4491 4587
 4630 4657 4685 4717]"
4,Prrxl1WT,2,43,M,[ -57    1 1759 1808 1885 2162 2220 2286 2503 2560 2656 2724 3321]
4,Prrxl1WT,2,44,M,"[   1   41   83  229  261  320  358  412  454  604  632  732  752  802
  845 1289 1320 1367 1433 1577 1626 1779 1822 2694 2879 2926 3764 3900
 3932 4100 4131]"
4,Prrxl1WT,2,45,M,[ -36    1 1439 1504 1564 1592 2453 2709 3810 3963 4132 4165 4592]
4,Prrxl1WT,2,46,M,"[   1  338  371  464  483  549  586 1508 1931 3400 3436 3548 3581 3838
 3858 3928]"
4,Prrxl1WT,2,47,M,"[   1  160  187  356  415  494  520  585  628  796  823 1576 1618 1702
 1758 1818]"
4,Prrxl1WT,2,48,M,"[   1   37   73  134  177  238  276  326  369  424  478  529  583  633
  676 1373 1421 1565 1619 1655 1710 2353 2402 2466 2515 2603 2651 2720
 2785 2850 2904 2969 3183 3238 3287 3336 3420 3476 3541 3630 4648 4710
 4730 4789 4826 4896 4933]"
4,Prrxl1WT,2,49,M,"[ -42    1 1117 1194 1255 1288 1465 1503 1572 1604 2365 2509 2555 2599
 2687 2708 2790 2828 2908 3152 3213 4587 4835 4885]"
4,Prrxl1WT,2,50,M,"[ -77    1   33   60  429  467  621  654  716  753  814  848 1026 1064
 1382 1449 2415 2459 2576 2615 2798 2859 2940 3024 3071 3155 3220 3334
 3516]"
4,Prrxl1WT,2,51,M,"[   1   68   94  262  311  461  504  586  612  658  714 1408 1451 1512
 1555 1659 1864 1933 1982 2044 3651 3900 3932 4105 4142 4316 4353 4417
 4461 4726 4768 4854 4891 4974]"
4,Prrxl1WT,2,52,M,"[   1   42   81  143  187  275  303  359  415  478  505  572  616  673
  723  802  833  896  940 1406 1444 1553 1580 1653 1737 1808 1853 1921
 2005 2072 4236 4397 4417]"
4,Prrxl1WT,2,53,M,"[ -26    1   56  100  647  668  729  772  847  896 1626 1669 2235 2268
 2432 2492 2692 2811 2858 2928 3011 3067 3129 3178 3274 3325 3391 3445
 3946 3981 4096 4299 4381 4908 5418]"
4,Prrxl1WT,2,54,M,"[   1   73  191  223  308  351  699  743 1297 1341 2285 2359 2452 2479
 2550 2629 2696 2751 2854 2891 3712 3916 3998 4030 4132 4158 4214 4263
 5171]"
4,Prrxl1WT,2,55,M,"[   1   58  142  521  554  842  886  956  999 1204 1288 1360 1461 1523
 1595 1662 1746 1813 1879 1990 2012 2403 2487 2515 2697 2808 2834 2910
 2953 3055 3090 3149 3194 3517]"
4,Prrxl1WT,2,56,M,"[   1   50   93  153  190  266  292  337  390  714  768  908  951 1006
 1043 1093 1131 1194 1231 1773 1816 1884 1921 2031 2056 2111 2159 2240
 2284 2342 2401 2466 2520 2603 2670 2742 2808 3090 3178 3224 3266 3329
 3367 3531 3574 3735 3761 3991 4685 4946]"
4,Prrxl1WT,2,57,M,"[ -27   19   79  139  193  258  292  580  629  661  882  924  968 1032
 2567 2603 2641 2695 2738 3249 3279 3340 3400 3474]"
4,Prrxl1WT,2,58,M,"[   1  532  574  632  680  731  775 1303 1324 1370 1443 1484 1528 1672
 1710 1780 1824 2292 2336 2427 2450 2667 2750 2782 2940 3568 3588 4024
 4085 4132 4162]"
4,Prrxl1WT,2,59,M,"[ -48    1 1141 1201 1267 1305 1361 1399 1479 1528 2596 2651 2683 2730
 2797 2836 3667 3696 4281 4330 4921]"
4,Prrxl1WT,2,60,M,"[   1   58   89  361  399  463  512  568  612  677  715  786  819 1565
 1868 2332 2359 2611 2667 2732 3202 4467 4648 4764 4813 4902]"
4,Prrxl1WT,2,61,M,"[   1  148  198  278  310  371  426  490  537  595  655  747  768  824
  895  989 1015 1088 1978 2861 3310 3859 3938 3993 4111 4148]"
4,Prrxl1WT,2,62,M,"[   1   53  335  384  456  488  539  610  770  853 1047 1079 1718 1801
 1868 1946 2012 2543 2599 2648 2890 3095 3121]"
4,Prrxl1WT,2,63,M,"[   1   38   82  207 1081 1333 1376 1431 1458 1691 1713 1754 1839 1890
 2153 3176 3421 3600 3649 3722]"
4,Prrxl1WT,2,64,M,[   0   49   97  499 1256 1283 1311 1482 1505 1875 2138 2174 2246 2446]
4,Prrxl1WT,2,65,M,"[   1  341  402  437  493  543  609  651  701  761  810  876  993 1015
 3386 3440 3488 3545 3593 3788 3820 3900 3977 4047 4126 4190]"
4,Prrxl1WT,2,66,M,"[   1   23   67  498  547  598  653  699  749  800  855 1013 1039 1791
 1824 2206 2302 2334 3045 4090]"
4,Prrxl1WT,2,67,M,[   1   32   53  307  355  407  451  502  558 1117 3821 4653]
4,Prrxl1WT,2,68,M,"[   0   43  110  143  193  230  268  497  536  587  631  689  728  785
  829 1434 4844 4872 4902 5062]"
4,Prrxl1WT,2,69,M,[   1   32   93  558  602  799  855  886 3730 4291 4335 4493]
4,Prrxl1WT,2,70,M,"[   1   23   60  112  155  307  350  508  556  713  757 1023 1091 1122
 2072 2099 2143 2204 2246 2308]"
4,Prrxl1WT,2,71,M,"[   1   46   96  157  217  263  324  360  427  464  518  569  619  674
  740  792  882  903 1131 1166 1239 1294 4514 4560 4603 4663 4707 4773
 4816 4881 4924]"
4,Prrxl1WT,2,72,M,"[ -48    1   76  125  197  240  301  357  403  464  515  571  623  683
  745  800  855  910  965 1038 1197 1253 1384 1658 1700 1750 1817 1878
 1945 2991 3019 3063 3130 3185 3280 3484 3911 4168 4238 4299 4367 4426
 4494]"
4,Prrxl1WT,2,73,M,"[   1   47   79  144  200  250  310  347  419  456  551  588  677  733
  782  971 3073 3133 3177 3877 3938 4005 4105 4161 4263 4328]"
4,Prrxl1WT,2,74,M,"[   1   46   82  332  375  425  485  540  583  634  677  738  776  835
  878  943  979 1054 1096 1285 1334 1982 2181 2488 3263 3979 4009 6174]"
4,Prrxl1WT,2,75,M,"[   1  363  411  566  610  690  728  783  826  896  933 1128 1162 1355
 1393 1477 1520 2775 2812 3523 4055 4967]"
4,Prrxl1WT,2,76,M,"[   1  251  293  353  396  460  503  561  610  788  830  913  956 1644
 1698 1753 1848 1921 1976 2031 2091 2187 2224 2505]"
4,Prrxl1WT,2,77,M,"[   0   42   86  151  200  255  309  356  410  464  513  563  613  676
  725  775  836  895  949 1023 1100 1145 1217 1292 1323 1397 1445 1523
 1572 1638 1709 1792 1830 1889 1932 2342 2363 2712 2790 2840 2878 3152
 3262 3293 3368 3428 3525 3591 3652 3712 3792 3845 4041 4073 4133 4181
 4253 4308 4605 4660 4932]"
4,Prrxl1WT,2,78,M,"[  -1  316  345  403  447  502  551  602  651  712  767  828  877  989
 1042 1092 2180 2224 2309 3072 3351 3376 4500]"
4,Prrxl1WT,2,79,M,"[   1  150  173  361  404  570  619  690  733 1062 1094 1189 1255 1330
 1403 1483 1555 1616 1820 1900 1955 2024 2074 2189 2232 2313 3733 4215
 4235 4528 4583]"
4,Prrxl1WT,2,80,M,"[ -59    1   77  148  223  313  398 3395 3447 3496 3547 3591 3641 3684
 3744 3787 3867 3916 3981 4029 4095 4143 4213 4251 4345 4393 4458 4496
 4566 4638 4703 4740 4826 4869 4920]"
4,Prrxl1WT,2,81,M,"[ -27   57  124  203  236 1360 1425 1486 1527 2476 2525 2572 2626 2815
 2859 2993 3031 4167 4203 4375 4402]"
4,Prrxl1WT,2,82,M,"[ -72    1   51   80  441  485  551  595  688  708 1079 1157 1185 1245
 1296 1334 1389 1433 1495 1550 1617 1655 1720 1769 1831 1885 2494 2533
 3295 3314 3351 3447 3625 3663 3772 3826 4009 4075 4283 4332 4445 4465
 4541 4591 5207]"
4,Prrxl1WT,2,83,M,"[   1  426  476  532  582  642  692  762  810  883  932  988 1034 1709
 1782 1839 1883 1944 1982 2047 2074 2654 3533 3590 3627 3797 3853 4013
 4051 4112 4154 4207 4250 4416 4507 5093]"
4,Prrxl1WT,2,84,M,"[   0   29   73  409  458  520  564  625  674  735  790  857  900  970
 1024 1091 1140 1215 1259 2525 2585 2656 2745 2781 2825 2875 2910 2983
 3005 3284 3633 3675 3718 3911 4042 4181]"
4,Prrxl1WT,2,85,M,"[   1  337  385  450  498  550  599  668  718  797  851  931  985 1069
 1141 1488 1527 1602 1656 1731 1780 1848 1916 1995 2106 2158 2218 2586
 2624 2679 2722 2793 2834 3280 3324 3370 3414 3808 3961 4002 4045]"
4,Prrxl1WT,2,86,M,"[ -44    1   76  149  471  515  576  619  684  718  789  833  897  946
 1038 1075 1136 1189 1292 1335 1410 1443 2153 2197 2291 2351 2446 2624
 2700 2766 2841 2884 2963 3018 3089 3138 4057 4090 4137 4184 4240 4417
 4466 4530 4580 4840 4878]"
4,Prrxl1WT,2,87,M,"[ -49    1 1214 1292 1318 1373 1429 1473 1538 1581 1651 1700 1827 1848
 1903 1952 2059 2092 2205 2259 2558 2585 2794 2866 2946 2988 3079 3128
 3203 3257 3363 3411 4523 4578 4641 4663 4818 4848]"
4,Prrxl1WT,2,88,M,"[ -48    1  380  430  628  650 1466 1525 1568 1612 1669 1707 1777 1821
 1886 1930 2118 2151 2231 2268 2390 2450 2548 2570 3022 3042 3483 3532
 3580 3651 3713 3749 3811 3855 3950 3994 4060 4103 4173 4228 4304 4353
 4427 4524 4588 4920]"
4,Prrxl1WT,2,89,M,"[ -59    1  156  199  362  383  467  517  577  625  690  740  814  857
  936  985 1030 1085 1155 1204 1283 1315 2140 2189 3484 3531 3598 3676
 4509 4582 4695 4721 4815 4871 5088]"
4,Prrxl1WT,2,90,M,"[   1   82  130  197  246  422  466  542  590  651  700  777  821  901
  962 1032 1066 1189 1212 1292 1331 1842 1880 1956 1994 4381 4463 4556
 4604 4682 4737 4848 4919 5115]"
4,Prrxl1WT,2,91,M,[   0 1827 1877 1958 2013]
4,Prrxl1WT,2,92,M,[    1 51355]
4,Prrxl1WT,2,93,M,"[   1  223  277  323  377  428  477  532  586  636  690  744  792  856
  905  983 1043 1130 1173 1270 1318 1372 1477 1537 1573 2036 2078 2808
 2850 3144 3220 3260 3302 4399 4436 4481 4575 4782 4850]"
4,Prrxl1WT,2,94,M,"[ -54    1  481  529  594  642  701  749  809  862  916  970 1048 1091
 1155 1220 1303 1349 1442 2534 2606 2631 2813 2838 3016 3060 3119 3167
 3245 3293 3476 3520 3620 3646 3711 3785 4097 4289 4359 4415]"
4,Prrxl1WT,2,95,M,"[   1   42   80  139  188  244  293  338  387  437  486  538  581  640
  700  854  926  989 1061 1116 2715 2750 2782 2852 2895 2954 3002 3080
 3129 3193 3231 3969 3989 4292 4405 4578 4605 4637 4720 4761 4798]"
4,Prrxl1WT,2,96,M,"[ -77    1   38   71  523  567  623  667  727  771  847  890  946  996
 2269 2319 2370 2414 2492 2523 3625 3651 3751 3772 4892]"
4,Prrxl1WT,2,97,M,"[ -27  505  543  601  644  720  753  851  883  950  971 1875 1931 2767
 2915 2998 3059 3130 3190 3367 3423 3495 3545 4300 4327 4388 4432 4489
 4561 4627 4904]"
4,Prrxl1WT,2,98,M,"[ -60    1  455  482  647  703  763  813  865  893 1094 1138 1983 2033
 2062 2152 2193 2238 2294 2327 2399 2436 2983 3027 3193 3237 3711 3807
 3858 3914 3986 4030 4103 4130 4215 4265 4331]"
4,Prrxl1WT,2,99,M,"[   1   61   93  261  304  363  405  472  503  570  619  685  729  780
  846 1166 1186 1238 1293 1959 2107 2149 2203 3774 3829 3891 4008 4063
 4101 4261 4295 4773 4960]"
